!EXCLAMATION-POINT	ˌɛkskləmˈeɪʃənpˌɔɪnt
#HASH-MARK	hˈæmˌɑːrk
#POUND-SIGN	pˈaʊndsˌaɪn
#SHARP-SIGN	ʃˈɑːrpsˌaɪn
%PERCENT	pɝsˈɛnt
&AMPERSAND	ˈæmpɝsˌænd
ORGANOGENESIS	ˌɔrgənoʊdʒˈɛnəsɪs
ORGANS	ˈɔrgənz
ORGANUM	ˈɔrgənəm
ORGASM	ˈɔrgæzəm
ORGASMS	ˈɔrgæzəmz
ORGEL	ˈɔrgəl
ORGERON	ˈɔrgɝən
ORGIES	ˈɔrdʒiːz
ORGILL	ˈɔrdʒəl
ORGOTEIN	ˈɔrgoʊtˌaɪn
ORGY	ˈɔrdʒi
ORI	ˈɔri
ORIANA	ɔriːˈænə
ORICK	ˈɔrɪk
ORIELDA	ɔrˈiːldə
ORIELLE	ˈɔriːɛl
ORIENT	ˈɔriːˌɛnt
ORIENTAL	ˌɔriːˈɛntəl
ORIENTAL(1)	ˌɔriːˈɛnəl
ORIENTALS	ˌɔriːˈɛntəlz
ORIENTALS(1)	ˌɔriːˈɛnəlz
ORIENTATED	ˈɔriːəntˌeɪtɪd
ORIENTATION	ˌɔriːɛntˈeɪʃən
ORIENTATIONS	ˌɔriːɛntˈeɪʃənz
ORIENTED	ˈɔriːˌɛntəd
ORIENTED(1)	ˈɔriːˌɛntɪd
ORIFICE	ˈɔrəfəs
ORIFICES	ˈɔrəfəsəz
ORIGAMI	ˌɔriːgˈɑːmˌiː
ORIGIN	ˈɔrədʒən
ORIGINAL	ɝˈɪdʒənəl
ORIGINALITY	ɝˌɪdʒənˈælɪti
ORIGINALLY	ɝˈɪdʒənəli
ORIGINALLY(1)	ɝˈɪdʒnəli
ORIGINALS	ɝˈɪdʒənəlz
ORIGINATE	ɝˈɪdʒənˌeɪt
ORIGINATED	ɝˈɪdʒənˌeɪtəd
ORIGINATED(1)	ɔrˈɪdʒənˌeɪtɪd
ORIGINATES	ɝˈɪdʒənˌeɪts
ORIGINATING	ɝˈɪdʒənˌeɪtɪŋ
ORIGINATION	ɝˌɪdʒənˈeɪʃən
ORIGINATIONS	ɝˌɪdʒənˈeɪʃənz
ORIGINATOR	ɝˈɪdʒənˌeɪtɝ
ORIGINATORS	ɝˈɪdʒənˌeɪtɝz
ORIGINS	ˈɔrədʒɪnz
ORILEY	oʊrˈaɪli
ORILLA	ɔrˈɪlə
ORIN	ˈɔrɪn
ORINDA	ɝˈɪndə
ORINOCO	ˌɔrənˈoʊkoʊ
ORIOLA	ɔriːˈoʊlə
ORIOLE	ˈɔriːˌoʊl
ORIOLES	ˈɔriːˌoʊlz
ORIOLES'	ˈɔriːˌoʊlz
ORION	oʊrˈaɪən
ORION(1)	ɔrˈaɪən
ORION'S	oʊrˈaɪənz
ORION'S(1)	ɔrˈaɪənz
ORIORDAN	oʊrˈɪrdən
ORIORDAN(1)	ɔrˈɪrdən
ORITZ	ˈɔrɪts
ORIX	ˈɔrɪks
ORKEM	ˈɔrkəm
ORKIN	ˈɔrkɪn
ORKNEY	ˈɔrkni
ORKS	ˈɔrks
ORKUT	ˌɔrkˌʊt
ORKY	ˈɔrki
ORLA	ˈɔrlə
ORLAN	ˈɔrlən
ORLAND	ˈɔrlənd
ORLANDA	ɔrlˈɑːndˌɑː
ORLANDI	ɔrlˈɑːndˌiː
ORLANDO	ɔrlˈændˌoʊ
ORLANDO'S	ɔrlˈændˌoʊz
ORLEAN	ˈɔrlˌiːən
ORLEAN'S	ˈɔrlˌiːənz
ORLEAN'S(1)	ˈɔrlˌiːnz
ORLEANIAN	ˌɔrlˈiːnˌiːən
ORLEANIANS	ˌɔrlˈiːnˌiːənz
ORLEANS	ˈɔrlˌiːnz
ORLEANS(1)	ˌɔrlˈiːnz
ORLEANS'	ˈɔrliːənz
ORLENA	ˈɔrlɪnə
ORLENE	ˈɔrlˌiːn
ORLICH	ˈɔrlɪk
ORLICK	ˈɔrlɪk
ORLOFF	ˈɔrlɔf
ORLOFF'S	ˈɔrlɔfs
ORLOSKI	ɔrlˈaʊskˌiː
ORLOSKI'S	ɔrlˈaʊskiːz
ORLOSKY	ɔrlˈoʊski
ORLOSKY'S	ɔrlˈoʊskiːz
ORLOV	ˈɔrlɔv
ORLOV'S	ˈɔrlɔvs
ORLOWSKI	ɔrlˈɔfski
ORLOWSKI'S	ɔrlˈɔfskiːz
ORLY	ˈɔrli
ORMAN	ˈɔrmən
ORMAND	ˈɔrmənd
ORMAND'S	ˈɔrməndz
ORME	ˈɔrm
ORMEROD	ˈɔrmɝəd
ORMES	ˈɔrmz
ORMISTON	ˈɔrmɪstɑːn
ORMISTON'S	ˈɔrmɪstɑːnz
ORMOND	ˈɔrmənd
ORMOND'S	ˈɔrməndz
ORMONDE	ˈɔrmənd
ORMSBEE	ˈɔrmzbi
ORMSBY	ˈɔrmzbi
ORMSBY'S	ˈɔrmzbiːz
ORN	ˈɔrn
ORNA	ˈɔrnə
ORNAMENT	ˈɔrnəmənt
ORNAMENTAL	ˌɔrnəmˈɛntəl
ORNAMENTALLY	ˌɔrnəmˈɛntəli
ORNAMENTATION	ˌɔrnəmɛntˈeɪʃən
ORNAMENTED	ˈɔrnəmˌɛntɪd
ORNAMENTS	ˈɔrnəmənts
ORNATE	ɔrnˈeɪt
ORNATELY	ɔrnˈeɪtli
ORNDA	ˈɔrndə
ORNDOFF	ˈɔrndɔf
ORNDORFF	ˈɔrndɔrf
ORNE	ˈɔrn
ORNELAS	ˈɔrnɪləz
ORNELLA	ɔrnˈɛlə
ORNELLA'S	ɔrnˈɛləz
ORNELLAS	ɔrnˈɛləz
ORNER	ˈɔrnɝ
ORNERY	ˈɔrnɝi
ORNETTE	ˌɔrnˈɛt
ORNISH	ˈɔrnɪʃ
ORNITHOLOGICAL	ˌɔrnɪθəlˈɔdʒɪkəl
ORNITHOLOGY	ˌɔrnɪθˈɑːlədʒi
ORNOFF	ˈɔrnɑːf
ORNSTEIN	ˈɔrnstaɪn
ORNSTEIN(1)	ˈɔrnstiːn
ORO	ˈɔroʊ
OROARK	oʊrˈɔrk
OROGENIC	ˌɔrədʒˈɛnɪk
OROGIL	ˈɔroʊgˌɪl
OROGRAPHIC	ˌɔrəgrˈæfɪk
ORONA	ɔrˈoʊnə
OROPEZA	ɔroʊpˈɛzə
OROS	ˈɔroʊz
OROSCO	ɔrˈoʊskoʊ
OROSZ	ˈɔrəʃ
OROURKE	ɝˈʊrk
OROZCO	ɔrˈoʊzkoʊ
ORPAH	ˈɔrpɑː
ORPHAN	ˈɔrfən
ORPHANAGE	ˈɔrfənədʒ
ORPHANAGES	ˈɔrfənɪdʒɪz
ORPHANED	ˈɔrfənd
ORPHANING	ˈɔrfənɪŋ
ORPHANS	ˈɔrfənz
ORPHEE	ˈɔrfi
ORPHEUM	ˈɔrfiːuːm
ORPHEUS	ˈɔrfiːəs
ORPHIC	ˈɔrfɪk
ORPIMENT	ˈɔrpəmənt
ORR	ˈɔr
ORRAN	ɔrˈɑːn
ORRELL	ɔrˈeɪl
ORREN	ˈɔrən
ORRERY	ˈɔrɝi
ORRICK	ˈɔrɪk
ORRICO	ɔrˈiːkoʊ
ORRIN	ˈɔrɪn
ORRIS	ˈɔrɪs
ORRISON	ˈɔrɪsən
ORSA	ˈɔrsə
ORSAK	ˈɔrsək
ORSAY	ɔrsˈeɪ
ORSAY(1)	ərsˈeɪ
ORSBORN	ˈɔrsbɝn
ORSBORN(1)	ˈɔrzbɝn
ORSBURN	ˈɔrsbɝn
ORSBURN(1)	ˈɔrzbɝn
ORSER	ˈɔrsɝ
ORSI	ˈɔrsi
ORSINI	ɔrsˈiːni
ORSINO	ɔrsˈiːnoʊ
ORSO	ˈɔrsoʊ
ORSOLA	ɔrsˈoʊlə
ORSON	ˈɔrsən
ORT	ˈɔrt
ORTA	ˈɔrtə
ORTEGA	ɔrtˈeɪgə
ORTEGA'S	ɔrtˈeɪgəz
ORTEGAS	ɔrtˈeɪgəs
ORTEGO	ɔrtˈeɪgoʊ
ORTEGON	ɔrteɪgˈɔn
ORTEN	ˈɔrtən
ORTENZIO	ɔrtˈɛnziːoʊ
ORTEZ	ɔrtˈɛz
ORTH	ˈɔrθ
ORTHO	ˈɔrθˌoʊ
ORTHOCLASE	ˈɔrθəklˌeɪs
ORTHODONTIA	ˌɔrθədˈɑːntʃiːə
ORTHODONTIC	ˌɔrθədˈɑːntɪk
ORTHODONTICS	ˌɔrθədˈɑːntɪks
ORTHODONTIST	ˌɔrθədˈɑːntəst
ORTHODONTIST'S	ˌɔrθədˈɑːntəsts
ORTHODONTISTS	ˌɔrθədˈɑːntəsts
ORTHODOX	ˈɔrθədˌɑːks
ORTHODOXY	ˈɔrθədˌɑːksi
ORTHOGONAL	ɔrθˈɔgənəl
ORTHOGRAPHY	ɔrθˈɑːgrəfi
ORTHOPEDIC	ˌɔrθəpˈiːdɪk
ORTHOPEDIST	ˌɔrθəpˈiːdəst
ORTHOPEDISTS	ˌɔrθəpˈiːdəsts
ORTIS	ˈɔrtɪs
ORTIZ	ˌɔrtˈiːz
ORTLIEB	ˈɔrtlˌiːb
ORTLOFF	ˈɔrtlɔf
ORTMAN	ˈɔrtmən
ORTMANN	ˈɔrtmən
ORTNER	ˈɔrtnɝ
ORTOLANO	ɔrtoʊlˈɑːnoʊ
ORTOMISIO	ˌɔrtəmˈɪsiːoʊ
ORTON	ˈɔrtən
ORTWEIN	ˈɔrtwaɪn
ORTWIN	ˈɔrtwɪn
ORUM	ˈɔrəm
ORVA	ˈɔrvə
ORVAL	ˈɔrvəl
ORVILLE	ˈɔrvɪl
ORVIN	ˈɔrvɪn
ORVIS	ˈɔrvɪs
ORWELL	ˈɔrwˌɛl
ORWELL'S	ˈɔrwˌɛlz
ORWELLIAN	ˌɔrwˈɛliːən
ORWICK	ˈɔrwɪk
ORWIG	ˈɔrwɪg
ORY	ˈɔri
ORYX	ˈɔrɪks
ORZECH	ˈɔrzɪh
ORZECHOWSKI	ɔrzɪhˈɔfski
ORZEL	ˈɔrzəl
OS	ˈɑːs
OSAGE	oʊsˈeɪdʒ
OSAGES	oʊsˈeɪdʒəz
OSAKA	oʊsˈɑːkə
OSAKE	oʊsˈɑːki
OSAKI	oʊsˈɑːki
OSAKOWA	ˌoʊsəkˈoʊə
OSAKOWA'S	ˌoʊsəkˈoʊəz
OSAMA	oʊsˈɑːmə
OSAMU	oʊsˈɑːmuː
OSBERG	ˈɑːsbɝg
OSBERT	ˈɑːsbɝt
OSBON	ˈɑːsbən
OSBORN	ˈɔzbˌɔrn
OSBORNE	ˈɔzbˌɔrn
OSBORNE'S	ˈɔzbˌɔrnz
OSBOURN	ˈɑːsbɝn
OSBOURNE	ˈɑːsbɝn
OSBUN	ˈɑːsbən
OSBURN	ˈɑːsbˌɝːn
OSBY	ˈɑːsbi
OSCALUS	ˈɔskələs
OSCAR	ˈɔskɝ
OSCAR'S	ˈɔskɝz
OSCARS	ˈɔskɝz
OSCARSON	ˈɑːskɑːrsən
OSCEOLA	ˌɔskiːˈoʊlə
OSCEOLA(1)	ˌɔsiːˈoʊlə
OSCILLATE	ˈɑːsəlˌeɪt
OSCILLATED	ˈɑːsəlˌeɪtəd
OSCILLATES	ˈɑːsəlˌeɪts
OSCILLATING	ˈɑːsəlˌeɪtɪŋ
OSCILLATION	ˌɑːsəlˈeɪʃən
OSCILLATIONS	ˌɑːsəlˈeɪʃənz
OSCILLATOR	ˈɑːsəlˌeɪtɝ
OSCILLATORS	ˈɑːsəlˌeɪtɝz
OSCILLATORY	ˈɑːsələtˌɔri
OSCILLOSCOPE	ˌɔsˈɪləskˌoʊp
OSCILLOSCOPES	ˌɔsˈɪləskˌoʊps
OSCO	ˈɑːskoʊ
OSE	ˈoʊz
OSEGUERA	oʊseɪgˈɛrə
OSER	ˈoʊsɝ
OSGOOD	ˈɑːsgˌʊd
OSH	ˈɑːʃ
OSHA	ˈoʊʃə
OSHA'S	ˈoʊʃəz
OSHAF	ˈoʊʃɑːf
OSHATZ	oʊʃˈæts
OSHAUGHNESSY	oʊʃˈɑːnɪsi
OSHAWA	ˌɔʃˈɑːwə
OSHEA	oʊʃˈeɪ
OSHEL	ˈɑːʃəl
OSHELL	ˈoʊʃəl
OSHER	ˈɑːʃɝ
OSHIELDS	oʊʃˈiːldz
OSHIMA	oʊʃˈiːmə
OSHIRO	oʊʃˈɪroʊ
OSHITA	oʊʃˈiːtə
OSHKOSH	ˈɔʃkˌɔʃ
OSHMAN	ˈɔʃmən
OSHMAN'S	ˈɔʃmənz
OSIECKI	əsˈiːtski
OSIKA	əsˈaɪkə
OSINSKI	əsˈɪnski
OSKAR	ˈɔskɝ
OSLAND	ˈɑːslənd
OSLER	ˈɑːzlɝ
OSLEY	ˈɑːsli
OSLIN	ˈɑːslɪn
OSLO	ˈɑːzloʊ
OSLUND	ˈɑːslənd
OSMAN	ˈɑːsmən
OSMAR	ˈɑːsmɝ
OSMENA	ˌɔzmˈiːnə
OSMENT	ˈɑːsmənt
OSMER	ˈɑːsəmɝ
OSMIUM	ˈɑːzmiːəm
OSMON	ˈɑːsmən
OSMOND	ˈɑːsmənd
OSMONDS	ˈɔzməndz
OSMOSIS	ˌɔzmˈoʊsɪs
OSMOTIC	ɑːzmˈɑːtək
OSMUN	ˈɑːzmən
OSMUND	ˈɑːsmənd
OSMUNDSON	ˈɑːzməndsən
OSORIO	oʊsˈɔriːoʊ
OSOWSKI	əsˈɔfski
OSPINA	oʊspˈiːnə
OSPREY	ˈɔspri
OSRED	ˈɑːsɝd
OSRIC	ˈɑːzrɪk
OSS	ˈɔs
OSSA	ˈɑːsə
OSSETIA	ˌɑːsˈɛʃjə
OSSETIA(1)	ˌɑːsˈiːʃjə
OSSETIAN	ˌɑːsˈɛʃjɪn
OSSETIAN(1)	ˌɑːsˈiːʃjɪn
OSSETIANS	ˌɑːsˈɛʃjɪnz
OSSETIANS(1)	ˌɑːsˈiːʃjɪnz
OSSICLES	ˈɑːsəkəlz
OSSIFICATION	ˌɑːsəfəkˈeɪʃən
OSSIFIED	ˈɑːsəfˌaɪd
OSSIFY	ˈɑːsəfˌaɪ
OSSMAN	ˈɑːsmən
OSSO	ˈoʊsoʊ
OSSWALD	ˈɑːswəld
OST	ˈoʊst
OSTANKINO	ˈɑːstənkˈɪnoʊ
OSTBERG	ˈɑːstbɝg
OSTBY	ˈɑːstbi
OSTEEN	ˈɑːstˌiːn
OSTEN	ˈɑːsən
OSTENDORF	ˈɑːstəndɔrf
OSTENSIBLE	ɑːstˈɛnsəbəl
OSTENSIBLY	ɑːstˈɛnsəbli
OSTENSON	ˈɑːstɪnsən
OSTENTATION	ˌɔstɛntˈeɪʃən
OSTENTATIOUS	ˌɑːstəntˈeɪʃəs
OSTENTATIOUSLY	ˌɑːstəntˈeɪʃəsli
OSTEOARTHRITIS	ˌɑːstiːˌoʊɑːrθrˈaɪtəs
OSTEOPATHIC	ˌɑːstiːəpˈæθɪk
OSTEOPOROSIS	ˌɔstiːˌɑːpɝˈoʊsɪs
OSTER	ˈɑːstɝ
OSTERBERG	ˈɑːstɝbɝg
OSTERGAARD	ˈɑːstɝgɑːrd
OSTERGARD	ˈɑːstɝgɝd
OSTERGREN	ˈɑːstɝgrɛn
OSTERHAUS	ˈɑːstɝhaʊs
OSTERHOFF	ˈoʊstɝhˌɔf
OSTERHOLT	ˈɑːstɝhoʊlt
OSTERHOUDT	ˈɑːstɝhaʊt
OSTERHOUT	ˈɑːstɝhaʊt
OSTERKAMP	ˈɑːstɝkæmp
OSTERLING	ˈɑːstɝlɪŋ
OSTERLOH	oʊstˈɛrloʊ
OSTERLUND	ˈɑːstɝlənd
OSTERMAN	ˈɑːstɝmən
OSTERMANN	ˈɑːstɝmən
OSTERMEIER	ˈɑːstɝmaɪɝ
OSTERMEYER	ˈɑːstˌɝːmˌaɪɝ
OSTERMILLER	ˈɑːstɝmɪlɝ
OSTERREICHISCHE	ˈɔstɝrˌaɪkɪʃi
OSTERTAG	ˈɑːstɝtəg
OSTHOFF	ˈɑːsthɔf
OSTIA	ˈɑːstiːə
OSTIN	ˈɑːstən
OSTINATO	ˌɑːstənˈɑːtˌoʊ
OSTING	ˈɑːstɪŋ
OSTLING	ˈɑːsəlɪŋ
OSTLING(1)	ˈɑːstlɪŋ
OSTLING(2)	ˈɑːslɪŋ
OSTLUND	ˈɑːstlənd
OSTMAN	ˈɑːstmən
OSTPOLITIK	ˌoʊstpˌoʊlɪtˈɪk
OSTRACISM	ˈɔstrəsˌɪzəm
OSTRACIZE	ˈɔstrəsˌaɪz
OSTRACIZED	ˈɔstrəsˌaɪzd
OSTRAND	ˈɑːstrənd
OSTRANDER	ˈɑːstrəndɝ
OSTREM	ˈɑːstrɪm
OSTRICH	ˈɔstrɪtʃ
OSTRICHES	ˈɑːstrɪtʃɪz
OSTROFF	ˈɔstrɔf
OSTROGOTH	ˈɑːstrəgˌɑːθ
OSTROGOTHS	ˈɑːstrəgˌɑːθs
OSTROM	ˈɑːstrəm
OSTROSKI	əstrˈaʊski
OSTROSKY	əstrˈoʊski
OSTROW	ˈɑːstraʊ
OSTROW(1)	ˈɑːstroʊ
OSTROWSKI	əstrˈɔfski
OSTROWSKY	əstrˈaʊski
OSTRUM	ˈɑːstrəm
OSTWALD	ˈɑːstwəld
OSUCH	ˈɑːsək
OSULLIVAN	oʊsˈʌlɪvən
OSUNA	oʊsˈuːnə
OSWALD	ˈɔzwɔld
OSWALD'S	ˈɔzwɔldz
OSWALT	ˈɑːswəlt
OSWEGO	ɑːswˈiːgoʊ
OSWELL	ˈɑːswˌɛl
OT	ˈɔt
OT(1)	ˈoʊtˈiː
OTA	ˈoʊtə
OTAIBA	oʊtˈeɪbə
OTANI	oʊtˈɑːni
OTELLO	oʊtˈɛloʊ
OTERI	oʊtˈɛri
OTERO	oʊtˈɛroʊ
OTEY	ˈoʊti
OTHA	əðˈɑː
OTHELLO	əθˈɛloʊ
OTHER	ˈʌðɝ
OTHER'S	ˈʌðɝz
OTHERNESS	ˈʌðɝnəs
OTHERS	ˈʌðɝz
OTHERS'	ˈʌðɝz
OTHERWISE	ˈʌðɝwˌaɪz
OTHERWORLDLY	ˈʌðɝwˈɝːldli
OTHILIA	oʊθˈiːliːə
OTHMAN	ˈɑːθmən
OTHMAN'S	ˈɑːθmənz
OTIOSE	ˈoʊtiːˌoʊs
OTIS	ˈoʊtɪs
OTMAR	ˈɑːtmɑːr
OTOLOGIES	oʊtˈɑːlədʒiːz
OTOLOGY	oʊtˈɑːlədʒi
OTOMOBIL	oʊtˈoʊmoʊbəl
OTOOLE	ˈɑːtuːl
OTREMBA	oʊtrˈɛmbə
OTSEGO	ɑːtsˈeɪgoʊ
OTSUKA	oʊtsˈuːkə
OTT	ˈɑːt
OTTAVIANI	oʊtɑːviːˈɑːni
OTTAVIANO	oʊtɑːviːˈɑːnoʊ
OTTAWA	ˈɑːtəwˌɑː
OTTAWA'S	ˈɑːtəwəz
OTTAWAY	ˈɑːtəweɪ
OTTAWAY'S	ˈɑːtəweɪz
OTTE	ˈɑːt
OTTEN	ˈɑːtən
OTTEN'S	ˈɑːtənz
OTTENS	ˈɑːtənz
OTTER	ˈɑːtɝ
OTTER'S	ˈɑːtɝz
OTTERBEIN	ˈɑːtɝbaɪn
OTTERBEIN'S	ˈɑːtɝbaɪnz
OTTERLOO	ˈɑːtɝlˌuː
OTTERS	ˈɑːtɝz
OTTERSON	ˈɑːtɝsən
OTTERSON'S	ˈɑːtɝsənz
OTTESEN	ˈɑːtiːzən
OTTESON	ˈɑːtɪsən
OTTILIE	ˈɑːtəli
OTTING	ˈɑːtɪŋ
OTTLEY	ˈɑːtli
OTTMAN	ˈɑːtmən
OTTO	ˈɑːtˌoʊ
OTTO'S	ˈɑːtˌoʊz
OTTOMAN	ˈɑːtəmən
OTTOSEN	ˈɑːtoʊsən
OTTOSON	ˈɑːtəsən
OTTS	ˈɑːts
OTTUM	ˈɑːtəm
OTULSKY	ətˈʊlski
OTWELL	ˈɑːtwˌɛl
OU	ˈuː
OUAGA	wˈɑːgə
OUAGADOUGOU	wˌɑːgədˈuːguː
OUBRE	ˈuːbɝ
OUCH	ˈaʊtʃ
OUDERKIRK	ˈaʊdɝkɝk
OUELETTE	ˈɑːuːlɛt
OUELLET	ˈɑːuːlɪt
OUELLETTE	ˈɑːuːlɛt
OUGHT	ˈɔt
OUGHTA	ˈɔtə
OUGHTN'T	ˈɔtənt
OUI	wˈiː
OUI(1)	uːwˈiː
OUIMET	wiːmˈɛt
OUIMETTE	wiːmˈɛt
OUNCE	ˈaʊns
OUNCES	ˈaʊnsəz
OUNCES(1)	ˈaʊnsɪz
OUNSTED	ˈaʊnstˌɛd
OUR	ˈaʊɝ
OUR(1)	ˈaʊr
OUR(2)	ˈɑːr
OURADA	oʊʊrˈɑːdə
OURS	ˈaʊɝz
OURS(1)	ˈɑːrz
OURS(2)	ˈaʊrz
OURSELF	aʊɝsˈɛlf
OURSELF(1)	ɑːrsˈɛlf
OURSELVES	aʊɝsˈɛlvz
OURSELVES(1)	ɑːrsˈɛlvz
OURSO	ˈɝːsoʊ
OUSEBA	ˈuːsəbə
OUSLEY	ˈaʊsli
OUST	ˈaʊst
OUSTED	ˈaʊstɪd
OUSTER	ˈaʊstɝ
OUSTING	ˈaʊstɪŋ
OUT	ˈaʊt
OUT'S	ˈaʊts
OUT-MODE	ˈaʊtmˈoʊd
OUT-MODED	ˈaʊtmˈoʊdɪd
OUTAGE	ˈaʊtədʒ
OUTAGE(1)	ˈaʊtɪdʒ
OUTAGES	ˈaʊtɪdʒɪz
OUTBACK	ˈaʊtbˌæk
OUTBID	ˈaʊtbˌɪd
OUTBIDDED	ˈaʊtbˌɪdəd
OUTBIDDING	ˈaʊtbˌɪdɪŋ
OUTBIDS	ˈaʊtbˌɪdz
OUTBOARD	ˈaʊtbˌɔrd
OUTBOARD'S	ˈaʊtbˌɔrdz
OUTBOARDS	ˈaʊtbˌɔrdz
OUTBOUND	ˈaʊtbˌaʊnd
OUTBREAK	ˈaʊtbrˌeɪk
OUTBREAKS	ˈaʊtbrˌeɪks
OUTBURST	ˈaʊtbˌɝːst
OUTBURSTS	ˈaʊtbˌɝːsts
OUTCALT	ˈaʊtkəlt
OUTCAST	ˈaʊtkˌæst
OUTCASTS	ˈaʊtkˌæsts
OUTCLASS	ˈaʊtklˌæs
OUTCLASSED	ˈaʊtklˌæst
OUTCLASSES	ˈaʊtklˌæsɪz
OUTCLASSING	ˈaʊtklˌæsɪŋ
OUTCOME	ˈaʊtkˌəm
OUTCOMES	ˈaʊtkˌəmz
OUTCRIES	ˈaʊtkrˌaɪz
OUTCRY	ˈaʊtkrˌaɪ
OUTDATE	ˈaʊtdˌeɪt
OUTDATED	ˈaʊtdˌeɪtɪd
OUTDID	ˈaʊtdˌɪd
OUTDISTANCE	ˈaʊtdˈɪstəns
OUTDISTANCED	ˈaʊtdˈɪstənst
OUTDISTANCES	ˈaʊtdˈɪstənsɪz
OUTDISTANCING	ˈaʊtdˈɪstənsɪŋ
OUTDO	ˌaʊtdˈuː
OUTDOES	ˌaʊtdˈʌz
OUTDOING	ˌaʊtdˈuːɪŋ
OUTDONE	ˈaʊtdˈʌn
OUTDOOR	ˈaʊtdˌɔr
OUTDOORS	ˈaʊtdˈɔrz
OUTDOORSMAN	ˈaʊtdˈɔrzmən
OUTED	ˈaʊtəd
OUTEN	ˈaʊtən
OUTER	ˈaʊtɝ
OUTERMOST	ˈaʊtɝmˌoʊst
OUTERWEAR	ˈaʊtɝwˌɛr
OUTFIELD	ˈaʊtfˌiːld
OUTFIELDER	ˈaʊtfˌiːldɝ
OUTFIELDERS	ˈaʊtfˌiːldɝz
OUTFIELDS	ˈaʊtfˌiːldz
OUTFIT	ˈaʊtfˌɪt
OUTFITS	ˈaʊtfˌɪts
OUTFITTED	ˈaʊtfˌɪtɪd
OUTFITTER	ˈaʊtfˌɪtɝ
OUTFITTERS	ˈaʊtfˌɪtɝz
OUTFITTING	ˈaʊtfˌɪtɪŋ
OUTFLANK	ˈaʊtflˌæŋk
OUTFLANKED	aʊtflˈæŋkt
OUTFLANKING	ˈaʊtflˌæŋkɪŋ
OUTFLANKS	ˈaʊtflˌæŋks
OUTFLOW	ˈaʊtflˌoʊ
OUTFLOWS	ˈaʊtflˌoʊz
OUTFOX	aʊtfˈɑːks
OUTFOXED	aʊtfˈɑːkst
OUTFOXES	aʊtfˈɑːksɪz
OUTFOXING	aʊtfˈɑːksɪŋ
OUTGAIN	ˈaʊtgˌeɪn
OUTGAINED	ˈaʊtgˌeɪnd
OUTGAINING	ˈaʊtgˌeɪnɪŋ
OUTGAINS	ˈaʊtgˌeɪnz
OUTGO	ˈaʊtgˌoʊ
OUTGOING	ˈaʊtgˌoʊɪŋ
OUTGREW	ˌaʊtgrˈuː
OUTGROW	ˌaʊtgrˈoʊ
OUTGROWING	ˈaʊtgrˌoʊɪŋ
OUTGROWN	ˌaʊtgrˈoʊn
OUTGROWS	ˌaʊtgrˈoʊz
OUTGROWTH	ˈaʊtgrˌoʊθ
OUTGUESS	ˈaʊtgˌɛs
OUTGUESSED	ˈaʊtgˌɛst
OUTGUESSES	ˈaʊtgˌɛsɪz
OUTGUESSING	ˈaʊtgˌɛsɪŋ
OUTGUN	ˈaʊtgˌən
OUTGUNNED	ˈaʊtgˌənd
OUTGUNNING	ˈaʊtgˌənɪŋ
OUTGUNS	ˈaʊtgˌənz
OUTHOUSE	ˈaʊthˌaʊs
OUTHOUSES	ˈaʊthˌaʊsɪz
OUTING	ˈaʊtɪŋ
OUTINGS	ˈaʊtɪŋz
OUTLAND	ˈaʊtlˌænd
OUTLAND(1)	ˈaʊtlənd
OUTLANDISH	aʊtlˈændɪʃ
OUTLAST	ˈaʊtlˌæst
OUTLAST(1)	aʊtlˈæst
OUTLASTED	ˈaʊtlˌæstɪd
OUTLASTED(1)	aʊtlˈæstɪd
OUTLASTING	ˈaʊtlˌæstɪŋ
OUTLASTING(1)	aʊtlˈæstɪŋ
OUTLASTS	ˈaʊtlˌæsts
OUTLASTS(1)	aʊtlˈæsts
OUTLASTS(2)	ˈaʊtlˌæs
OUTLASTS(3)	aʊtlˈæs
OUTLAW	ˈaʊtlˌɔ
OUTLAWED	ˈaʊtlˌɔd
OUTLAWING	ˈaʊtlˌɔɪŋ
OUTLAWRY	ˈaʊtlˌɔri
OUTLAWS	ˈaʊtlˌɔz
OUTLAY	ˈaʊtlˌeɪ
OUTLAYS	ˈaʊtlˌeɪz
OUTLER	ˈaʊtəlɝ
OUTLER(1)	ˈaʊtlɝ
OUTLET	ˈaʊtlˌɛt
OUTLET'S	ˈaʊtlˌɛts
OUTLETS	ˈaʊtlˌɛts
OUTLEY	ˈaʊtli
OUTLIER	ˈaʊtlaɪɝ
OUTLIERS	ˈaʊtlaɪɝz
OUTLINE	ˈaʊtlˌaɪn
OUTLINED	ˈaʊtlˌaɪnd
OUTLINES	ˈaʊtlˌaɪnz
OUTLINING	ˈaʊtlˌaɪnɪŋ
OUTLIVE	ˌaʊtlˈɪv
OUTLIVED	ˌaʊtlˈɪvd
OUTLIVES	ˌaʊtlˈɪvz
OUTLIVING	ˌaʊtlˈɪvɪŋ
OUTLOOK	ˈaʊtlˌʊk
OUTLOOKS	ˈaʊtlˌʊks
OUTLYING	ˈaʊtlˌaɪɪŋ
OUTMAN	ˈaʊtmən
OUTMAN(1)	ˌaʊtmˈæn
OUTMANEUVER	aʊtmənˈuːvɝ
OUTMANEUVERED	aʊtmənˈuːvɝd
OUTMANEUVERING	aʊtmənˈuːvɝɪŋ
OUTMANEUVERS	aʊtmənˈuːvɝz
